Date,Hour,Unnamed: 2
2006-06-21,16,0.66237616
2006-06-21,17,0.66237616
2006-06-21,18,0.66237616
2006-06-21,19,0.66237616
2006-06-21,20,0.66237616
2006-06-21,21,0.66237616
2006-06-21,22,0.66237616
2006-06-21,23,0.66237616
2006-06-22,0,0.599834307
2006-06-22,1,0.599834307
2006-06-22,2,0.599834307
2006-06-22,3,0.599834307
2006-06-22,4,0.599834307
2006-06-22,5,0.599834307
2006-06-22,6,0.599834307
2006-06-22,7,0.599834307
2006-06-22,8,0.599834307
2006-06-22,9,0.599834307
2006-06-22,10,0.599834307
2006-06-22,11,0.599834307
2006-06-22,12,0.599834307
2006-06-22,13,0.599834307
2006-06-22,14,0.599834307
2006-06-22,15,0.599834307
2006-06-22,16,0.599834307
2006-06-22,17,0.599834307
2006-06-22,18,0.599834307
2006-06-22,19,0.599834307
2006-06-22,20,0.599834307
2006-06-22,21,0.599834307
2006-06-22,22,0.599834307
2006-06-22,23,0.599834307
2006-06-23,0,0.814882354
2006-06-23,1,0.814882354
2006-06-23,2,0.814882354
2006-06-23,3,0.814882354
2006-06-23,4,0.814882354
2006-06-23,5,0.814882354
2006-06-23,6,0.814882354
2006-06-23,7,0.814882354
2006-06-23,8,0.814882354
2006-06-23,9,0.814882354
2006-06-23,10,0.814882354
2006-06-23,11,0.814882354
2006-06-23,12,0.814882354
2006-06-23,13,0.814882354
2006-06-23,14,0.814882354
2006-06-23,15,0.814882354
2006-06-23,16,0.814882354
2006-06-23,17,0.814882354
2006-06-23,18,0.814882354
2006-06-23,19,0.814882354
2006-06-23,20,0.814882354
2006-06-23,21,0.814882354
2006-06-23,22,0.814882354
2006-06-23,23,0.814882354
2006-06-24,0,0.653632787
2006-06-24,1,0.653632787
2006-06-24,2,0.653632787
2006-06-24,3,0.653632787
2006-06-24,4,0.653632787
2006-06-24,5,0.653632787
2006-06-24,6,0.653632787
2006-06-24,7,0.653632787
2006-06-24,8,0.653632787
2006-06-24,9,0.653632787
2006-06-24,10,0.653632787
2006-06-24,11,0.653632787
2006-06-24,12,0.653632787
2006-06-24,13,0.653632787
2006-06-24,14,0.653632787
2006-06-24,15,0.653632787
2006-06-24,16,0.653632787
2006-06-24,17,0.653632787
2006-06-24,18,0.653632787
2006-06-24,19,0.653632787
2006-06-24,20,0.653632787
2006-06-24,21,0.653632787
2006-06-24,22,0.653632787
2006-06-24,23,0.653632787
2006-06-25,0,1.064895791
2006-06-25,1,1.064895791
2006-06-25,2,1.064895791
2006-06-25,3,1.064895791
2006-06-25,4,1.064895791
2006-06-25,5,1.064895791
2006-06-25,6,1.064895791
2006-06-25,7,1.064895791
2006-06-25,8,1.064895791
2006-06-25,9,1.064895791
2006-06-25,10,1.064895791
2006-06-25,11,1.064895791
2006-06-25,12,1.064895791
2006-06-25,13,1.064895791
2006-06-25,14,1.064895791
2006-06-25,15,1.064895791
2006-06-25,16,1.064895791
2006-06-25,17,1.064895791
2006-06-25,18,1.064895791
2006-06-25,19,1.064895791
2006-06-25,20,1.064895791
2006-06-25,21,1.064895791
2006-06-25,22,1.064895791
2006-06-25,23,1.064895791
2006-06-26,0,0.990070735
2006-06-26,1,0.990070735
2006-06-26,2,0.990070735
2006-06-26,3,0.990070735
2006-06-26,4,0.990070735
2006-06-26,5,0.990070735
2006-06-26,6,0.990070735
2006-06-26,7,0.990070735
2006-06-26,8,0.990070735
2006-06-26,9,0.990070735
2006-06-26,10,0.990070735
2006-06-26,11,0.990070735
2006-06-26,12,0.990070735
2006-06-26,13,0.990070735
2006-06-26,14,0.990070735
2006-06-26,15,0.990070735
2006-06-26,16,0.990070735
2006-06-26,17,0.990070735
2006-06-26,18,0.990070735
2006-06-26,19,0.990070735
2006-06-26,20,0.990070735
2006-06-26,21,0.990070735
2006-06-26,22,0.990070735
2006-06-26,23,0.990070735
2006-06-27,0,0.921168408
2006-06-27,1,0.921168408
2006-06-27,2,0.921168408
2006-06-27,3,0.921168408
2006-06-27,4,0.921168408
2006-06-27,5,0.921168408
2006-06-27,6,0.921168408
2006-06-27,7,0.921168408
2006-06-27,8,0.921168408
2006-06-27,9,0.921168408
2006-06-27,10,0.921168408
2006-06-27,11,0.921168408
2006-06-27,12,0.921168408
2006-06-27,13,0.921168408
2006-06-27,14,0.921168408
2006-06-27,15,0.921168408
2006-06-27,16,0.921168408
2006-06-27,17,0.921168408
2006-06-27,18,0.921168408
2006-06-27,19,0.921168408
2006-06-27,20,0.921168408
2006-06-27,21,0.921168408
2006-06-27,22,0.921168408
2006-06-27,23,0.921168408
2006-06-28,0,1.105622382
2006-06-28,1,1.105622382
2006-06-28,2,1.105622382
2006-06-28,3,1.105622382
2006-06-28,4,1.105622382
2006-06-28,5,1.105622382
2006-06-28,6,1.105622382
2006-06-28,7,1.105622382
2006-06-28,8,1.105622382
2006-06-28,9,1.105622382
2006-06-28,10,1.105622382
2006-06-28,11,1.105622382
2006-06-28,12,1.105622382
2006-06-28,13,1.105622382
2006-06-28,14,1.105622382
2006-06-28,15,1.105622382
2006-06-28,16,1.105622382
2006-06-28,17,1.105622382
2006-06-28,18,1.105622382
2006-06-28,19,1.105622382
2006-06-28,20,1.105622382
2006-06-28,21,1.105622382
2006-06-28,22,1.105622382
2006-06-28,23,1.105622382
2006-06-29,0,1.019114104
2006-06-29,1,1.019114104
2006-06-29,2,1.019114104
2006-06-29,3,1.019114104
2006-06-29,4,1.019114104
2006-06-29,5,1.019114104
2006-06-29,6,1.019114104
2006-06-29,7,1.019114104
2006-06-29,8,1.019114104
2006-06-29,9,1.019114104
2006-06-29,10,1.019114104
2006-06-29,11,1.019114104
2006-06-29,12,1.019114104
2006-06-29,13,1.019114104
2006-06-29,14,1.019114104
2006-06-29,15,1.019114104
2006-06-29,16,1.019114104
2006-06-29,17,1.019114104
2006-06-29,18,1.019114104
2006-06-29,19,1.019114104
2006-06-29,20,1.019114104
2006-06-29,21,1.019114104
2006-06-29,22,1.019114104
2006-06-29,23,1.019114104
2006-06-30,0,0.557175606
2006-06-30,1,0.557175606
2006-06-30,2,0.557175606
2006-06-30,3,0.557175606
2006-06-30,4,0.557175606
2006-06-30,5,0.557175606
2006-06-30,6,0.557175606
2006-06-30,7,0.557175606
2006-06-30,8,0.557175606
2006-06-30,9,0.557175606
2006-06-30,10,0.557175606
2006-06-30,11,0.557175606
2006-06-30,12,0.557175606
2006-06-30,13,0.557175606
2006-06-30,14,0.557175606
2006-06-30,15,0.557175606
2006-06-30,16,0.557175606
2006-06-30,17,0.557175606
2006-06-30,18,0.557175606
2006-06-30,19,0.557175606
2006-06-30,20,0.557175606
2006-06-30,21,0.557175606
2006-06-30,22,0.557175606
2006-06-30,23,0.557175606
2006-07-01,0,0.481519132
2006-07-01,1,0.481519132
2006-07-01,2,0.481519132
2006-07-01,3,0.481519132
2006-07-01,4,0.481519132
2006-07-01,5,0.481519132
2006-07-01,6,0.481519132
2006-07-01,7,0.481519132
2006-07-01,8,0.481519132
2006-07-01,9,0.481519132
2006-07-01,10,0.481519132
2006-07-01,11,0.481519132
2006-07-01,12,0.481519132
2006-07-01,13,0.481519132
2006-07-01,14,0.481519132
2006-07-01,15,0.481519132
2006-07-01,16,0.481519132
2006-07-01,17,0.481519132
2006-07-01,18,0.481519132
2006-07-01,19,0.481519132
2006-07-01,20,0.481519132
2006-07-01,21,0.481519132
2006-07-01,22,0.481519132
2006-07-01,23,0.481519132
2006-07-02,0,0.463959193
2006-07-02,1,0.463959193
2006-07-02,2,0.463959193
2006-07-02,3,0.463959193
2006-07-02,4,0.463959193
2006-07-02,5,0.463959193
2006-07-02,6,0.463959193
2006-07-02,7,0.463959193
2006-07-02,8,0.463959193
2006-07-02,9,0.463959193
2006-07-02,10,0.463959193
2006-07-02,11,0.463959193
2006-07-02,12,0.463959193
2006-07-02,13,0.463959193
2006-07-02,14,0.463959193
2006-07-02,15,0.463959193
2006-07-02,16,0.463959193
2006-07-02,17,0.463959193
2006-07-02,18,0.463959193
2006-07-02,19,0.463959193
2006-07-02,20,0.463959193
2006-07-02,21,0.463959193
2006-07-02,22,0.463959193
2006-07-02,23,0.463959193
2006-07-03,0,0.46090585
2006-07-03,1,0.46090585
2006-07-03,2,0.46090585
2006-07-03,3,0.46090585
2006-07-03,4,0.46090585
2006-07-03,5,0.46090585
2006-07-03,6,0.46090585
2006-07-03,7,0.46090585
2006-07-03,8,0.46090585
2006-07-03,9,0.46090585
2006-07-03,10,0.46090585
2006-07-03,11,0.46090585
2006-07-03,12,0.46090585
2006-07-03,13,0.46090585
2006-07-03,14,0.46090585
2006-07-03,15,0.46090585
2006-07-03,16,0.46090585
2006-07-03,17,0.46090585
2006-07-03,18,0.46090585
2006-07-03,19,0.46090585
2006-07-03,20,0.46090585
2006-07-03,21,0.46090585
2006-07-03,22,0.46090585
2006-07-03,23,0.46090585
2006-07-04,0,0.565118446
2006-07-04,1,0.565118446
2006-07-04,2,0.565118446
2006-07-04,3,0.565118446
2006-07-04,4,0.565118446
2006-07-04,5,0.565118446
2006-07-04,6,0.565118446
2006-07-04,7,0.565118446
2006-07-04,8,0.565118446
2006-07-04,9,0.565118446
2006-07-04,10,0.565118446
2006-07-04,11,0.565118446
2006-07-04,12,0.565118446
2006-07-04,13,0.565118446
2006-07-04,14,0.565118446
2006-07-04,15,0.565118446
2006-07-04,16,0.565118446
2006-07-04,17,0.565118446
2006-07-04,18,0.565118446
2006-07-04,19,0.565118446
2006-07-04,20,0.565118446
2006-07-04,21,0.565118446
2006-07-04,22,0.565118446
2006-07-04,23,0.565118446
2006-07-05,0,0.503049799
2006-07-05,1,0.503049799
2006-07-05,2,0.503049799
2006-07-05,3,0.503049799
2006-07-05,4,0.503049799
2006-07-05,5,0.503049799
2006-07-05,6,0.503049799
2006-07-05,7,0.503049799
2006-07-05,8,0.503049799
2006-07-05,9,0.503049799
2006-07-05,10,0.503049799
2006-07-05,11,0.503049799
2006-07-05,12,0.503049799
2006-07-05,13,0.503049799
2006-07-05,14,0.503049799
2006-07-05,15,0.503049799
2006-07-05,16,0.503049799
2006-07-05,17,0.503049799
2006-07-05,18,0.503049799
2006-07-05,19,0.503049799
2006-07-05,20,0.503049799
2006-07-05,21,0.503049799
2006-07-05,22,0.503049799
2006-07-05,23,0.503049799
2006-07-06,0,0.850340313
2006-07-06,1,0.850340313
2006-07-06,2,0.850340313
2006-07-06,3,0.850340313
2006-07-06,4,0.850340313
2006-07-06,5,0.850340313
2006-07-06,6,0.850340313
2006-07-06,7,0.850340313
2006-07-06,8,0.850340313
2006-07-06,9,0.850340313
2006-07-06,10,0.850340313
2006-07-06,11,0.850340313
2006-07-06,12,0.850340313
2006-07-06,13,0.850340313
2006-07-06,14,0.850340313
2006-07-06,15,0.850340313
2006-07-06,16,0.850340313
2006-07-06,17,0.850340313
2006-07-06,18,0.850340313
2006-07-06,19,0.850340313
2006-07-06,20,0.850340313
2006-07-06,21,0.850340313
2006-07-06,22,0.850340313
2006-07-06,23,0.850340313
2006-07-07,0,1.036276633
2006-07-07,1,1.036276633
2006-07-07,2,1.036276633
2006-07-07,3,1.036276633
2006-07-07,4,1.036276633
2006-07-07,5,1.036276633
2006-07-07,6,1.036276633
2006-07-07,7,1.036276633
2006-07-07,8,1.036276633
2006-07-07,9,1.036276633
2006-07-07,10,1.036276633
2006-07-07,11,1.036276633
2006-07-07,12,1.036276633
2006-07-07,13,1.036276633
2006-07-07,14,1.036276633
2006-07-07,15,1.036276633
2006-07-07,16,1.036276633
2006-07-07,17,1.036276633
2006-07-07,18,1.036276633
2006-07-07,19,1.036276633
2006-07-07,20,1.036276633
2006-07-07,21,1.036276633
2006-07-07,22,1.036276633
2006-07-07,23,1.036276633
2006-07-08,0,0.441595649
2006-07-08,1,0.441595649
2006-07-08,2,0.441595649
2006-07-08,3,0.441595649
2006-07-08,4,0.441595649
2006-07-08,5,0.441595649
2006-07-08,6,0.441595649
2006-07-08,7,0.441595649
2006-07-08,8,0.441595649
2006-07-08,9,0.441595649
2006-07-08,10,0.441595649
2006-07-08,11,0.441595649
2006-07-08,12,0.441595649
2006-07-08,13,0.441595649
2006-07-08,14,0.441595649
2006-07-08,15,0.441595649
2006-07-08,16,0.441595649
2006-07-08,17,0.441595649
2006-07-08,18,0.441595649
2006-07-08,19,0.441595649
2006-07-08,20,0.441595649
2006-07-08,21,0.441595649
2006-07-08,22,0.441595649
2006-07-08,23,0.441595649
2006-07-09,0,0.341977296
2006-07-09,1,0.341977296
2006-07-09,2,0.341977296
2006-07-09,3,0.341977296
2006-07-09,4,0.341977296
2006-07-09,5,0.341977296
2006-07-09,6,0.341977296
2006-07-09,7,0.341977296
2006-07-09,8,0.341977296
2006-07-09,9,0.341977296
2006-07-09,10,0.341977296
2006-07-09,11,0.341977296
2006-07-09,12,0.341977296
2006-07-09,13,0.341977296
2006-07-09,14,0.341977296
2006-07-09,15,0.341977296
2006-07-09,16,0.341977296
2006-07-09,17,0.341977296
2006-07-09,18,0.341977296
2006-07-09,19,0.341977296
2006-07-09,20,0.341977296
2006-07-09,21,0.341977296
2006-07-09,22,0.341977296
2006-07-09,23,0.341977296
2006-07-10,0,0.405926283
2006-07-10,1,0.405926283
2006-07-10,2,0.405926283
2006-07-10,3,0.405926283
2006-07-10,4,0.405926283
2006-07-10,5,0.405926283
2006-07-10,6,0.405926283
2006-07-10,7,0.405926283
2006-07-10,8,0.405926283
2006-07-10,9,0.405926283
2006-07-10,10,0.405926283
2006-07-10,11,0.405926283
2006-07-10,12,0.405926283
2006-07-10,13,0.405926283
2006-07-10,14,0.405926283
2006-07-10,15,0.405926283
2006-07-10,16,0.405926283
2006-07-10,17,0.405926283
2006-07-10,18,0.405926283
2006-07-10,19,0.405926283
2006-07-10,20,0.405926283
2006-07-10,21,0.405926283
2006-07-10,22,0.405926283
2006-07-10,23,0.405926283
2006-07-11,0,0.41011314
2006-07-11,1,0.41011314
2006-07-11,2,0.41011314
2006-07-11,3,0.41011314
2006-07-11,4,0.41011314
2006-07-11,5,0.41011314
2006-07-11,6,0.41011314
2006-07-11,7,0.41011314
2006-07-11,8,0.41011314
2006-07-11,9,0.41011314
2006-07-11,10,0.41011314
2006-07-11,11,0.41011314
2006-07-11,12,0.41011314
2006-07-11,13,0.41011314
2006-07-11,14,0.41011314
2006-07-11,15,0.41011314
2006-07-11,16,0.41011314
2006-07-11,17,0.41011314
2006-07-11,18,0.41011314
2006-07-11,19,0.41011314
2006-07-11,20,0.41011314
2006-07-11,21,0.41011314
2006-07-11,22,0.41011314
2006-07-11,23,0.41011314
2006-07-12,0,0.39613197
2006-07-12,1,0.39613197
2006-07-12,2,0.39613197
2006-07-12,3,0.39613197
2006-07-12,4,0.39613197
2006-07-12,5,0.39613197
2006-07-12,6,0.39613197
2006-07-12,7,0.39613197
2006-07-12,8,0.39613197
2006-07-12,9,0.39613197
2006-07-12,10,0.39613197
2006-07-12,11,0.39613197
2006-07-12,12,0.39613197
2006-07-12,13,0.39613197
2006-07-12,14,0.39613197
2006-07-12,15,0.39613197
2006-07-12,16,0.39613197
2006-07-12,17,0.39613197
2006-07-12,18,0.39613197
2006-07-12,19,0.39613197
2006-07-12,20,0.39613197
2006-07-12,21,0.39613197
2006-07-12,22,0.39613197
2006-07-12,23,0.39613197
2006-07-13,0,0.446802632
2006-07-13,1,0.446802632
2006-07-13,2,0.446802632
2006-07-13,3,0.446802632
2006-07-13,4,0.446802632
2006-07-13,5,0.446802632
2006-07-13,6,0.446802632
2006-07-13,7,0.446802632
2006-07-13,8,0.446802632
2006-07-13,9,0.446802632
2006-07-13,10,0.446802632
2006-07-13,11,0.446802632
2006-07-13,12,0.446802632
2006-07-13,13,0.446802632
2006-07-13,14,0.446802632
2006-07-13,15,0.446802632
2006-07-13,16,0.446802632
2006-07-13,17,0.446802632
2006-07-13,18,0.446802632
2006-07-13,19,0.446802632
2006-07-13,20,0.446802632
2006-07-13,21,0.446802632
2006-07-13,22,0.446802632
2006-07-13,23,0.446802632
2006-07-14,0,0.609565561
2006-07-14,1,0.609565561
2006-07-14,2,0.609565561
2006-07-14,3,0.609565561
2006-07-14,4,0.609565561
2006-07-14,5,0.609565561
2006-07-14,6,0.609565561
2006-07-14,7,0.609565561
2006-07-14,8,0.609565561
2006-07-14,9,0.609565561
2006-07-14,10,0.609565561
2006-07-14,11,0.609565561
2006-07-14,12,0.609565561
2006-07-14,13,0.609565561
2006-07-14,14,0.609565561
2006-07-14,15,0.609565561
2006-07-14,16,0.609565561
2006-07-14,17,0.609565561
2006-07-14,18,0.609565561
2006-07-14,19,0.609565561
2006-07-14,20,0.609565561
2006-07-14,21,0.609565561
2006-07-14,22,0.609565561
2006-07-14,23,0.609565561
2006-07-15,0,0.368532485
2006-07-15,1,0.368532485
2006-07-15,2,0.368532485
2006-07-15,3,0.368532485
2006-07-15,4,0.368532485
2006-07-15,5,0.368532485
2006-07-15,6,0.368532485
2006-07-15,7,0.368532485
2006-07-15,8,0.368532485
2006-07-15,9,0.368532485
2006-07-15,10,0.368532485
2006-07-15,11,0.368532485
2006-07-15,12,0.368532485
2006-07-15,13,0.368532485
2006-07-15,14,0.368532485
2006-07-15,15,0.368532485
2006-07-15,16,0.368532485
2006-07-15,17,0.368532485
2006-07-15,18,0.368532485
2006-07-15,19,0.368532485
2006-07-15,20,0.368532485
2006-07-15,21,0.368532485
2006-07-15,22,0.368532485
2006-07-15,23,0.368532485
2006-07-16,0,0.400870116
2006-07-16,1,0.400870116
2006-07-16,2,0.400870116
2006-07-16,3,0.400870116
2006-07-16,4,0.400870116
2006-07-16,5,0.400870116
2006-07-16,6,0.400870116
2006-07-16,7,0.400870116
2006-07-16,8,0.400870116
2006-07-16,9,0.400870116
2006-07-16,10,0.400870116
2006-07-16,11,0.400870116
2006-07-16,12,0.400870116
2006-07-16,13,0.400870116
2006-07-16,14,0.400870116
2006-07-16,15,0.400870116
2006-07-16,16,0.400870116
2006-07-16,17,0.400870116
2006-07-16,18,0.400870116
2006-07-16,19,0.400870116
2006-07-16,20,0.400870116
2006-07-16,21,0.400870116
2006-07-16,22,0.400870116
2006-07-16,23,0.400870116
2006-07-17,0,0.695926647
2006-07-17,1,0.695926647
2006-07-17,2,0.695926647
2006-07-17,3,0.695926647
2006-07-17,4,0.695926647
2006-07-17,5,0.695926647
2006-07-17,6,0.695926647
2006-07-17,7,0.695926647
2006-07-17,8,0.695926647
2006-07-17,9,0.695926647
2006-07-17,10,0.695926647
2006-07-17,11,0.695926647
2006-07-17,12,0.695926647
2006-07-17,13,0.695926647
2006-07-17,14,0.695926647
2006-07-17,15,0.695926647
2006-07-17,16,0.695926647
2006-07-17,17,0.695926647
2006-07-17,18,0.695926647
2006-07-17,19,0.695926647
2006-07-17,20,0.695926647
2006-07-17,21,0.695926647
2006-07-17,22,0.695926647
2006-07-17,23,0.695926647
2006-07-18,0,0.480415466
2006-07-18,1,0.480415466
2006-07-18,2,0.480415466
2006-07-18,3,0.480415466
2006-07-18,4,0.480415466
2006-07-18,5,0.480415466
2006-07-18,6,0.480415466
2006-07-18,7,0.480415466
2006-07-18,8,0.480415466
2006-07-18,9,0.480415466
2006-07-18,10,0.480415466
2006-07-18,11,0.480415466
2006-07-18,12,0.480415466
2006-07-18,13,0.480415466
2006-07-18,14,0.480415466
2006-07-18,15,0.480415466
2006-07-18,16,0.480415466
2006-07-18,17,0.480415466
2006-07-18,18,0.480415466
2006-07-18,19,0.480415466
2006-07-18,20,0.480415466
2006-07-18,21,0.480415466
2006-07-18,22,0.480415466
2006-07-18,23,0.480415466
2006-07-19,0,0.452774691
2006-07-19,1,0.452774691
2006-07-19,2,0.452774691
2006-07-19,3,0.452774691
2006-07-19,4,0.452774691
2006-07-19,5,0.452774691
2006-07-19,6,0.452774691
2006-07-19,7,0.452774691
2006-07-19,8,0.452774691
2006-07-19,9,0.452774691
2006-07-19,10,0.452774691
2006-07-19,11,0.452774691
2006-07-19,12,0.452774691
2006-07-19,13,0.452774691
2006-07-19,14,0.452774691
2006-07-19,15,0.452774691
2006-07-19,16,0.452774691
2006-07-19,17,0.452774691
2006-07-19,18,0.452774691
2006-07-19,19,0.452774691
2006-07-19,20,0.452774691
2006-07-19,21,0.452774691
2006-07-19,22,0.452774691
2006-07-19,23,0.452774691
2006-07-20,0,0.314475616
2006-07-20,1,0.314475616
2006-07-20,2,0.314475616
2006-07-20,3,0.314475616
2006-07-20,4,0.314475616
2006-07-20,5,0.314475616
2006-07-20,6,0.314475616
2006-07-20,7,0.314475616
2006-07-20,8,0.314475616
2006-07-20,9,0.314475616
2006-07-20,10,0.314475616
2006-07-20,11,0.314475616
2006-07-20,12,0.314475616
2006-07-20,13,0.314475616
2006-07-20,14,0.314475616
2006-07-20,15,0.314475616
2006-07-20,16,0.314475616
2006-07-20,17,0.314475616
2006-07-20,18,0.314475616
2006-07-20,19,0.314475616
2006-07-20,20,0.314475616
2006-07-20,21,0.314475616
2006-07-20,22,0.314475616
2006-07-20,23,0.314475616
2006-07-21,0,0.28758079
2006-07-21,1,0.28758079
2006-07-21,2,0.28758079
2006-07-21,3,0.28758079
2006-07-21,4,0.28758079
2006-07-21,5,0.28758079
2006-07-21,6,0.28758079
2006-07-21,7,0.28758079
2006-07-21,8,0.28758079
2006-07-21,9,0.28758079
2006-07-21,10,0.28758079
2006-07-21,11,0.28758079
2006-07-21,12,0.28758079
2006-07-21,13,0.28758079
2006-07-21,14,0.28758079
2006-07-21,15,0.28758079
2006-07-21,16,0.28758079
2006-07-21,17,0.28758079
2006-07-21,18,0.28758079
2006-07-21,19,0.28758079
2006-07-21,20,0.28758079
2006-07-21,21,0.28758079
2006-07-21,22,0.28758079
2006-07-21,23,0.28758079
2006-07-22,0,0.298541556
2006-07-22,1,0.298541556
2006-07-22,2,0.298541556
2006-07-22,3,0.298541556
2006-07-22,4,0.298541556
2006-07-22,5,0.298541556
2006-07-22,6,0.298541556
2006-07-22,7,0.298541556
2006-07-22,8,0.298541556
2006-07-22,9,0.298541556
2006-07-22,10,0.298541556
2006-07-22,11,0.298541556
2006-07-22,12,0.298541556
2006-07-22,13,0.298541556
2006-07-22,14,0.298541556
2006-07-22,15,0.298541556
2006-07-22,16,0.298541556
2006-07-22,17,0.298541556
2006-07-22,18,0.298541556
2006-07-22,19,0.298541556
2006-07-22,20,0.298541556
2006-07-22,21,0.298541556
2006-07-22,22,0.298541556
2006-07-22,23,0.298541556
2006-07-23,0,0.264601383
2006-07-23,1,0.264601383
2006-07-23,2,0.264601383
2006-07-23,3,0.264601383
2006-07-23,4,0.264601383
2006-07-23,5,0.264601383
2006-07-23,6,0.264601383
2006-07-23,7,0.264601383
2006-07-23,8,0.264601383
2006-07-23,9,0.264601383
2006-07-23,10,0.264601383
2006-07-23,11,0.264601383
2006-07-23,12,0.264601383
2006-07-23,13,0.264601383
2006-07-23,14,0.264601383
2006-07-23,15,0.264601383
2006-07-23,16,0.264601383
2006-07-23,17,0.264601383
2006-07-23,18,0.264601383
2006-07-23,19,0.264601383
2006-07-23,20,0.264601383
2006-07-23,21,0.264601383
2006-07-23,22,0.264601383
2006-07-23,23,0.264601383
2006-07-24,0,0.200756559
2006-07-24,1,0.200756559
2006-07-24,2,0.200756559
2006-07-24,3,0.200756559
2006-07-24,4,0.200756559
2006-07-24,5,0.200756559
2006-07-24,6,0.200756559
2006-07-24,7,0.200756559
2006-07-24,8,0.200756559
2006-07-24,9,0.200756559
2006-07-24,10,0.200756559
2006-07-24,11,0.200756559
2006-07-24,12,0.200756559
2006-07-24,13,0.200756559
2006-07-24,14,0.200756559
2006-07-24,15,0.200756559
2006-07-24,16,0.200756559
2006-07-24,17,0.200756559
2006-07-24,18,0.200756559
2006-07-24,19,0.200756559
2006-07-24,20,0.200756559
2006-07-24,21,0.200756559
2006-07-24,22,0.200756559
2006-07-24,23,0.200756559
2006-07-25,0,0.369674794
2006-07-25,1,0.369674794
2006-07-25,2,0.369674794
2006-07-25,3,0.369674794
2006-07-25,4,0.369674794
2006-07-25,5,0.369674794
2006-07-25,6,0.369674794
2006-07-25,7,0.369674794
2006-07-25,8,0.369674794
2006-07-25,9,0.369674794
2006-07-25,10,0.369674794
2006-07-25,11,0.369674794
2006-07-25,12,0.369674794
2006-07-25,13,0.369674794
2006-07-25,14,0.369674794
2006-07-25,15,0.369674794
2006-07-25,16,0.369674794
2006-07-25,17,0.369674794
2006-07-25,18,0.369674794
2006-07-25,19,0.369674794
2006-07-25,20,0.369674794
2006-07-25,21,0.369674794
2006-07-25,22,0.369674794
2006-07-25,23,0.369674794
2006-07-26,0,0.315212769
2006-07-26,1,0.315212769
2006-07-26,2,0.315212769
2006-07-26,3,0.315212769
2006-07-26,4,0.315212769
2006-07-26,5,0.315212769
2006-07-26,6,0.315212769
2006-07-26,7,0.315212769
2006-07-26,8,0.315212769
2006-07-26,9,0.315212769
2006-07-26,10,0.315212769
2006-07-26,11,0.315212769
2006-07-26,12,0.315212769
2006-07-26,13,0.315212769
2006-07-26,14,0.315212769
2006-07-26,15,0.315212769
2006-07-26,16,0.315212769
2006-07-26,17,0.315212769
2006-07-26,18,0.315212769
2006-07-26,19,0.315212769
2006-07-26,20,0.315212769
2006-07-26,21,0.315212769
2006-07-26,22,0.315212769
2006-07-26,23,0.315212769
2006-07-27,0,0.210675663
2006-07-27,1,0.210675663
2006-07-27,2,0.210675663
2006-07-27,3,0.210675663
2006-07-27,4,0.210675663
2006-07-27,5,0.210675663
2006-07-27,6,0.210675663
2006-07-27,7,0.210675663
2006-07-27,8,0.210675663
2006-07-27,9,0.210675663
2006-07-27,10,0.210675663
2006-07-27,11,0.210675663
2006-07-27,12,0.210675663
2006-07-27,13,0.210675663
2006-07-27,14,0.210675663
2006-07-27,15,0.210675663
2006-07-27,16,0.210675663
2006-07-27,17,0.210675663
2006-07-27,18,0.210675663
2006-07-27,19,0.210675663
2006-07-27,20,0.210675663
2006-07-27,21,0.210675663
2006-07-27,22,0.210675663
2006-07-27,23,0.210675663
2006-07-28,0,0.402459377
2006-07-28,1,0.402459377
2006-07-28,2,0.402459377
2006-07-28,3,0.402459377
2006-07-28,4,0.402459377
2006-07-28,5,0.402459377
2006-07-28,6,0.402459377
2006-07-28,7,0.402459377
2006-07-28,8,0.402459377
2006-07-28,9,0.402459377
2006-07-28,10,0.402459377
2006-07-28,11,0.402459377
2006-07-28,12,0.402459377
2006-07-28,13,0.402459377
2006-07-28,14,0.402459377
2006-07-28,15,0.402459377
2006-07-28,16,0.402459377
2006-07-28,17,0.402459377
2006-07-28,18,0.402459377
2006-07-28,19,0.402459377
2006-07-28,20,0.402459377
2006-07-28,21,0.402459377
2006-07-28,22,0.402459377
2006-07-28,23,0.402459377
2006-07-29,0,0.205667702
2006-07-29,1,0.205667702
2006-07-29,2,0.205667702
2006-07-29,3,0.205667702
2006-07-29,4,0.205667702
2006-07-29,5,0.205667702
2006-07-29,6,0.205667702
2006-07-29,7,0.205667702
2006-07-29,8,0.205667702
2006-07-29,9,0.205667702
2006-07-29,10,0.205667702
2006-07-29,11,0.205667702
2006-07-29,12,0.205667702
2006-07-29,13,0.205667702
2006-07-29,14,0.205667702
2006-07-29,15,0.205667702
2006-07-29,16,0.205667702
2006-07-29,17,0.205667702
2006-07-29,18,0.205667702
2006-07-29,19,0.205667702
2006-07-29,20,0.205667702
2006-07-29,21,0.205667702
2006-07-29,22,0.205667702
2006-07-29,23,0.205667702
2006-07-30,0,0.149729949
2006-07-30,1,0.149729949
2006-07-30,2,0.149729949
2006-07-30,3,0.149729949
2006-07-30,4,0.149729949
2006-07-30,5,0.149729949
2006-07-30,6,0.149729949
2006-07-30,7,0.149729949
2006-07-30,8,0.149729949
2006-07-30,9,0.149729949
2006-07-30,10,0.149729949
2006-07-30,11,0.149729949
